turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name
62,resign,black,terrapin,2063,galaxychess,1500,C65,Ruy Lopez: Berlin Defense #2
27,resign,white,danieru99,1681,joelitrox1234,1500,C41,Philidor Defense #3
110,mate,black,joelitrox1234,1500,apazovich,1493,B20,Sicilian Defense: Staunton-Cochrane Variation
116,mate,black,joelitrox1234,1500,lichessfiend,1723,B10,Caro-Kann Defense: Accelerated Panov Attack
75,resign,white,lichessfiend,1723,joelitrox1234,1500,B07,Pirc Defense #4
80,mate,black,joelitrox1234,1500,lichessfiend,1723,A02,Bird Opening
100,mate,black,joelitrox1234,1500,lichessfiend,1723,B21,Sicilian Defense: Smith-Morra Gambit #2
81,mate,white,lichessfiend,1723,joelitrox1234,1500,C00,French Defense: Knight Variation
98,mate,black,joelitrox1234,1500,lichessfiend,1723,A43,Old Benoni Defense
98,resign,black,joelitrox1234,1500,lichessfiend,1723,B20,Sicilian Defense: Staunton-Cochrane Variation
63,mate,white,lichessfiend,1723,joelitrox1234,1500,B00,Owen Defense
115,mate,white,lichessfiend,1723,joelitrox1234,1500,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit
46,resign,black,boord,1534,blitzfofun,1415,C46,Four Knights Game: Gunsberg Variation
56,resign,black,blitzfofun,1433,creng,1597,C40,King's Knight Opening
102,resign,black,blitzfofun,1462,kusartur,1715,A50,Slav Indian
43,resign,white,snowden,1561,blitzfofun,1493,C02,French Defense: Advance Variation |  Nimzowitsch System
16,resign,white,silent_tg2,1550,blitzfofun,1532,B07,King's Pawn Game: Maroczy Defense
99,resign,white,tytus990c,1745,blitzfofun,1556,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
76,mate,black,slv-chess,1623,blitzfofun,1487,C42,Petrov's Defense
15,resign,white,cruising,1485,blitzfofun,1557,B20,Sicilian Defense
54,resign,black,blitzfofun,1638,aig,1574,C55,Italian Game: Two Knights Defense #2
89,resign,white,james0001,1532,blitzfofun,1773,D50,Queen's Gambit Declined: Been-Koomen Variation
25,mate,white,blitzfofun,1720,james0001,1538,C50,Italian Game: Rousseau Gambit
58,resign,black,mexcal92,1247,blitzfofun,1702,C53,Italian Game: Classical Variation |  Giuoco Pianissimo
37,mate,white,blitzfofun,1635,mostafanowrouzi,1432,C00,French Defense: Normal Variation
45,resign,white,blitzfofun,1500,kingmuncher,1404,B36,Sicilian Defense: Accelerated Dragon
27,resign,black,gimchess,1500,maecua,1730,C20,King's Pawn Game: King's Head Opening #2
91,mate,white,merse,1542,gimchess,1500,B01,Scandinavian Defense: Mieses-Kotroc Variation
3,resign,white,mortu,1047,gimchess,1500,B23,Sicilian Defense: Closed Variation
29,resign,white,maskedhunter,1293,philboy567,1234,D02,Queen's Pawn Game: Chigorin Variation
31,resign,white,lapin0u,1367,philboy567,1346,C40,King's Pawn Game: Damiano Defense
27,resign,white,scottywilliams,1543,philboy567,1500,B00,Owen Defense
59,mate,white,qlaus,1354,flash6666,1347,C40,Latvian Gambit Accepted
58,mate,black,wills831,1094,flash6666,1334,C41,Philidor Defense: Philidor Countergambit
86,resign,black,flash6666,1370,cozarec,1327,C41,Philidor Defense #2
49,resign,white,xamaxs,1399,yokocito,1273,A40,Englund Gambit Declined |  Reversed French
54,mate,black,yokocito,1278,posmun,1488,C00,French Defense: Steinitz Attack
67,mate,white,yokocito,1267,luis77,1233,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
33,mate,white,uzzzyvuzzzy,1500,yokocito,1267,C50,Italian Game
53,mate,white,jerohn,1287,yokocito,1278,B00,King's Pawn Game: Nimzowitsch Defense
91,mate,white,yokocito,1263,charlyming,1343,C21,Center Game #2
30,resign,black,yokocito,1271,uhdaudio,1349,B00,Goldsmith Defense
57,mate,white,polxxxx,1460,yokocito,1277,C20,King's Pawn Game: Leonardis Variation
66,resign,black,yokocito,1292,replamec,1330,B32,Sicilian Defense: Open
78,resign,black,yokocito,1292,hick4u1219,1500,C41,Philidor Defense #4
62,resign,black,yokocito,1303,drimagrela,1319,B20,Sicilian Defense
75,resign,white,drimagrela,1307,yokocito,1314,A00,Mieses Opening: Reversed Rat
75,mate,white,yokocito,1301,drimagrela,1318,B29,Sicilian Defense: Nimzowitsch Variation
56,mate,black,yokocito,1301,yramb,1385,C60,Ruy Lopez
66,resign,black,apis11,1978,freeloader,1916,C11,French Defense: Classical Variation |  Steinitz Variation
80,resign,black,apis11,1977,pavvell,2241,B28,Sicilian Defense: O'Kelly Variation |  Maroczy Bind |  Paulsen Line
31,resign,white,domenche,2064,apis11,1986,B20,Sicilian Defense: Wing Gambit |  Marshall Variation
45,resign,white,misha19701309,1935,apis11,1999,A01,Nimzo-Larsen Attack: Modern Variation #4
35,resign,white,apis11,1997,majahfactah,1631,C00,Rat Defense: Small Center Defense
37,resign,white,boulawi,1842,apis11,2013,B30,Sicilian Defense: Old Sicilian
45,mate,white,apis11,2011,gologgun,1602,C41,Philidor Defense: Exchange Variation
60,resign,black,molamola,1734,apis11,2007,B25,Sicilian Defense: Closed Variation |  Traditional
51,resign,white,apis11,1998,emmlasker,1891,B32,Sicilian Defense: Loewenthal Variation
80,resign,black,molder,1688,apis11,1995,B30,Sicilian Defense: Old Sicilian
58,resign,black,apis11,2011,adesh46,1828,C45,Scotch Game
91,mate,white,apis11,2006,hritic333,1757,C18,French Defense: Winawer Variation |  Advance Variation
50,resign,black,topsi88,2052,apis11,1992,B22,Sicilian Defense: Alapin Variation |  Barmen Defense |  Central Exchange
55,resign,white,apis11,1979,spika,2008,B47,Sicilian Defense: Paulsen Variation |  Bastrikov Variation
47,resign,white,apis11,1977,tizon,1564,C44,Scotch Game
124,resign,black,jion,1712,apis11,1973,D37,Queen's Gambit Declined: Harrwitz Attack |  Orthodox Defense
35,mate,white,apis11,1962,sharkfish,1935,C45,Scotch Game: Schmidt Variation
145,mate,white,apis11,1936,hoxhound,1938,B01,Scandinavian Defense: Classical Variation
118,resign,black,apis11,1953,zhilenkov,1770,B06,Modern Defense: Mongredien Defense #2
58,resign,black,zhilenkov,1775,apis11,1946,D00,Queen's Pawn Game: Mason Attack
39,resign,white,apis11,1939,zhilenkov,1781,C44,Scotch Game
196,mate,black,apis11,1954,iya33,1850,B00,Nimzowitsch Defense |  Declined Variation
126,outoftime,black,iya33,1858,apis11,1944,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation
104,draw,draw,abhishek1981,1542,apis11,1954,B30,Sicilian Defense: Old Sicilian
37,resign,white,apis11,1952,dildor,1507,B06,Modern Defense
62,resign,black,and59,1801,apis11,1945,A01,Nimzo-Larsen Attack: Modern Variation #4
27,resign,white,apis11,1932,petit_navet,1948,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation
56,mate,black,chessvip,1509,apis11,1930,A15,English Opening: Anglo-Indian Defense
84,resign,black,apis11,1939,zembelek,2008,B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation
109,resign,black,aifel,1728,apis11,1933,D01,Queen's Pawn Game: Chigorin Variation
51,resign,white,apis11,1928,themagus,1688,C18,French Defense: Winawer Variation |  Retreat Variation
42,resign,black,vw2,1663,apis11,1924,B30,Sicilian Defense: Old Sicilian
29,resign,white,apis11,1913,aguar,1874,B08,Pirc Defense: Classical Variation
53,mate,white,apis11,1912,astonvarogo,1339,C40,King's Knight Opening
78,resign,black,roi8fineor,1480,apis11,1910,D03,Queen's Pawn Game: Torre Attack
106,resign,black,grosnez,1905,apis11,1898,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
66,resign,black,wilfree,1907,apis11,1886,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
73,resign,white,apis11,1872,wilfree,1919,C47,Four Knights Game: Scotch Variation Accepted
61,resign,white,apis11,1858,wilfree,1932,B02,Alekhine Defense: Scandinavian Variation
76,resign,black,warofbeef,1515,apis11,1855,A00,Van't Kruijs Opening
79,resign,white,apis11,1852,warofbeef,1518,C00,French Defense: Normal Variation
25,outoftime,white,reffi,1788,idgaf312,1626,A46,Indian Game: London System
104,outoftime,black,alexmalando,1804,styx13,1869,C28,Bishop's Opening: Vienna Hybrid
69,mate,white,alexmalando,1802,pmk,1367,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
69,outoftime,white,isachunteater,1973,alexmalando,1808,A20,English Opening: King's English Variation
33,resign,white,alexmalando,1803,omidep,1562,C24,Bishop's Opening: Berlin Defense
30,mate,black,extragm,1431,alexmalando,1800,A00,Hungarian Opening
103,outoftime,white,aaa_1,1384,alexmalando,1821,A00,Hungarian Opening
96,outoftime,black,alexmalando,1847,avallanche,1762,B00,Nimzowitsch Defense
32,resign,black,graphirus,1732,alexmalando,1839,C62,Ruy Lopez: Steinitz Defense
66,resign,black,rajrk,1591,alexmalando,1834,C20,King's Pawn Game: Wayward Queen Attack
109,outoftime,white,hasan123,1896,alexmalando,1843,C34,King's Gambit Accepted |  Schallopp Defense
118,mate,black,alwi,1620,alexmalando,1838,C41,Philidor Defense #2
101,mate,white,alexmalando,1832,alwi,1626,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening
82,mate,black,alwi,1631,alexmalando,1826,C41,Philidor Defense: Exchange Variation #2
93,mate,white,alexmalando,1819,alwi,1637,C24,Bishop's Opening: Berlin Defense
52,mate,black,phantomtwx,1607,alexmalando,1813,C55,Italian Game: Anti-Fried Liver Defense
54,mate,black,groeni,1359,alexmalando,1806,A00,Hungarian Opening
150,outoftime,black,unantha,1513,alexmalando,1802,D00,Queen's Pawn Game: Chigorin Variation
107,mate,white,alexmalando,1798,unantha,1517,C20,Bishop's Opening: Boi Variation
63,mate,white,alexmalando,1796,merlin124,1388,C23,Bishop's Opening
91,outoftime,white,alexmalando,1788,worldwidewoot,1665,B20,Sicilian Defense: Bowdler Attack
70,resign,black,admin_skom,1954,alexmalando,1771,C25,Vienna Game: Anderssen Defense
151,mate,white,alexmalando,1759,trbty,1767,C24,Bishop's Opening: Berlin Defense
131,draw,draw,mysteriouslabyrinth,1913,alexmalando,1754,A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3
55,resign,white,bratyo,1517,alexmalando,1772,C55,Italian Game: Anti-Fried Liver Defense
81,mate,white,ilya_art,2150,alexmalando,1774,C41,Philidor Defense #3
50,mate,black,oligo,1641,alexmalando,1766,C10,French Defense: Rubinstein Variation
39,mate,white,alexmalando,1758,oligo,1649,C50,Italian Game: Giuoco Pianissimo |  Normal
66,resign,black,roberto147,1754,alexmalando,1746,C00,French Defense: Normal Variation
77,mate,white,alexmalando,1737,weteran,1674,C50,Italian Game
68,mate,black,alexmalando,1750,weteran,1660,C50,Italian Game
98,mate,black,unantha,1476,alexmalando,1746,C25,Vienna Game: Max Lange Defense
75,resign,white,alexmalando,1733,aydin00,1783,C20,Bishop's Opening: Boi Variation
83,outoftime,white,bezimani,1688,alexmalando,1745,C20,King's Pawn Game: Leonardis Variation
41,resign,white,alexmalando,1737,playa23,1637,C24,Bishop's Opening: Berlin Defense
25,resign,white,jyotirmoy1997,1953,jimmy777,1500,C60,Ruy Lopez
57,resign,white,claymes,1856,jyotirmoy1997,1953,B52,Sicilian Defense: Canal-Sokolsky Attack |  Sokolsky Variation
45,resign,white,vasuki2014,1836,jyotirmoy1997,1953,B20,Sicilian Defense: Wing Gambit
156,resign,black,gojdranenty,1372,jyotirmoy1997,1953,B90,Sicilian Defense: Najdorf Variation
40,outoftime,black,vovaemel515,1895,jyotirmoy1997,1953,C69,Ruy Lopez: Exchange Variation |  Gligoric Variation
41,resign,white,jyotirmoy1997,1887,vovaemel515,1905,E90,King's Indian Defense: Normal Variation |  Rare Defenses
38,resign,black,motaz_ghunaim,1621,jyotirmoy1997,1855,C50,Giuoco Piano
35,mate,white,jyotirmoy1997,1823,gurkhey,1554,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch
40,resign,black,grelf,1569,jyotirmoy1997,1775,E20,Nimzo-Indian Defense
64,resign,black,ilex,1540,jyotirmoy1997,1703,C88,Ruy Lopez: Closed
47,resign,white,jyotirmoy1997,1500,ilex,1549,B01,Scandinavian Defense: Modern Variation |  Gipslis Variation
79,mate,white,hobanjaystellers,946,killoilll,1069,C40,King's Knight Opening
3,outoftime,white,reredeg,1102,killoilll,1069,B01,Scandinavian Defense
49,mate,white,lichess_users,1500,thecontender,1500,B07,Pirc Defense #4
70,resign,black,lichess_users,1200,valkiria,1200,C23,Bishop's Opening: Philidor Counterattack
87,resign,white,killerloop,1200,lichess_users,1200,D00,Queen's Pawn Game #2
14,mate,black,adam0001,1209,borisguiller,1160,C20,King's Pawn Game: Napoleon Attack
31,mate,white,dream_for_better,1424,borisguiller,1280,A00,Hungarian Opening
22,mate,black,borisguiller,1500,dream_for_better,1415,C00,French Defense #2
37,resign,white,eugenicbruh,1379,primate,1431,C25,Vienna Game: Anderssen Defense
73,resign,white,best,1724,saifahmed218,1500,C44,Scotch Game
7,resign,white,ali_zarrabi,1286,little-fox,1225,A00,Van't Kruijs Opening
42,mate,black,mariobb,1797,camelclutcher,2199,A00,Van't Kruijs Opening
64,mate,black,mariobb,1799,camelclutcher,2196,A00,Van't Kruijs Opening
56,resign,black,kirgis,1750,camelclutcher,2195,B20,Sicilian Defense
57,resign,white,camelclutcher,2191,pauld,1884,B20,Sicilian Defense
38,resign,black,pauld,1887,camelclutcher,2187,B43,Sicilian Defense: Kan Variation |  Knight Variation
65,resign,white,camelclutcher,2184,pauld,1891,B20,Sicilian Defense
88,mate,black,trainingformasters,2167,camelclutcher,2172,A45,Trompowsky Attack
54,mate,black,shreeneelg,1321,aeilnrst,1946,C46,Four Knights Game
126,outoftime,black,az_99,1718,aeilnrst,1941,A45,Indian Game
115,outoftime,white,aeilnrst,1932,ruslan68,1831,E60,King's Indian Defense: Normal Variation |  King's Knight Variation
114,mate,black,torstenfo,1233,aeilnrst,1932,E00,Indian Game: East Indian Defense
94,resign,black,aeilnrst,1945,hubertw,1901,E60,King's Indian Defense: Normal Variation |  King's Knight Variation
82,resign,black,aeilnrst,1951,prutis,2109,E17,Queen's Indian Defense: Classical Variation
69,resign,white,aeilnrst,1938,igorcru4inin,1985,E15,Queen's Indian Defense: Fianchetto Traditional
41,resign,white,aeilnrst,1938,siegmundchess,1527,E94,King's Indian Defense: Orthodox Variation |  Donner Defense
65,resign,white,ivko73,1865,aeilnrst,1953,A45,Indian Game
113,draw,draw,aeilnrst,1956,ivko73,1862,D52,Queen's Gambit Declined
94,outoftime,black,grealsan,1828,aeilnrst,1948,D00,Blackmar-Diemer Gambit: Teichmann Variation
38,resign,black,aeilnrst,1964,grealsan,1813,A57,Benko Gambit Declined |  Main Line
30,resign,white,aeilnrst,1955,alex_litl,1890,D43,Semi-Slav Defense
169,mate,white,oups5,1784,aeilnrst,1972,B57,Sicilian Defense: Modern Variations |  Main Line
126,outoftime,black,puliciclone,1929,thony-ghali,2106,A27,English Opening: King's English Variation |  Three Knights System
114,outoftime,black,abdolvhab,1965,thony-ghali,2077,C53,Italian Game: Classical Variation #2
45,resign,white,thony-ghali,2043,kirklar,1981,B13,Caro-Kann Defense: Exchange Variation
65,resign,white,kirklar,1966,thony-ghali,2056,A85,Dutch Defense: Queen's Knight Variation
47,resign,white,drunkenfluteplayer,1334,rairden,1428,E00,Indian Game: East Indian Defense
41,mate,white,mehdisoussichess12,1603,drunkenfluteplayer,1339,B40,Sicilian Defense: French Variation
37,resign,white,zloyboy,1719,drunkenfluteplayer,1341,B54,Sicilian Defense
105,resign,white,zar,1519,drunkenfluteplayer,1348,B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation
29,resign,white,renaud660514,1667,drunkenfluteplayer,1361,B21,Sicilian Defense: Smith-Morra Gambit #2
105,resign,white,m60,1668,drunkenfluteplayer,1365,B00,Caro-Kann Defense: Hillbilly Attack
94,resign,black,fluorescenza,1518,drunkenfluteplayer,1345,B07,King's Pawn Game: Philidor Gambit
98,resign,black,drunkenfluteplayer,1349,iqfranta,1653,C00,French Defense: Knight Variation
70,resign,black,thelaw409,1065,drunkenfluteplayer,1344,B11,Caro-Kann Defense
61,resign,black,anchal,1627,drunkenfluteplayer,1321,B12,Caro-Kann Defense: Advance Variation
104,resign,black,drunkenfluteplayer,1325,josepmescute,1617,D30,Queen's Gambit Declined
51,resign,white,asdf988,1694,drunkenfluteplayer,1329,C46,Four Knights Game: Gunsberg Variation
60,resign,black,drunkenfluteplayer,1334,rocktom222,1572,D35,Queen's Gambit Declined: Normal Defense
56,outoftime,black,drunkenfluteplayer,1336,foucheval,1786,D31,Semi-Slav Defense: Accelerated Move Order
97,resign,white,chisola,1596,drunkenfluteplayer,1341,B00,Caro-Kann Defense: Hillbilly Attack
63,outoftime,white,drunkenfluteplayer,1323,neukrop,1449,D20,Queen's Gambit Accepted
65,mate,white,qkxwsm,1829,drunkenfluteplayer,1324,B15,Caro-Kann Defense
75,mate,white,ironmaiden53,1537,drunkenfluteplayer,1330,A53,Old Indian Defense
122,outoftime,black,paresseux,1393,drunkenfluteplayer,1314,B10,Caro-Kann Defense: Two Knights Attack
61,resign,white,shekh,1480,drunkenfluteplayer,1322,B13,Caro-Kann Defense: Exchange Variation
51,resign,white,rpotenza,1676,drunkenfluteplayer,1325,B10,Caro-Kann Defense
99,resign,white,drunkenfluteplayer,1301,rpotenza,1697,D06,Queen's Gambit Refused: Marshall Defense
57,resign,black,drunkenfluteplayer,1305,cbarhale,1611,D94,Gruenfeld Defense: Three Knights Variation |  Paris Variation
52,mate,black,iordor,1671,chessagent0,1668,A40,English Defense #2
44,resign,white,shahoviy_komentator,2586,iordor,1618,D34,Tarrasch Defense: Classical Variation |  Carlsbad Variation
52,mate,black,graceful-knight,1204,ramongibarrar,1083,A00,Van't Kruijs Opening
49,outoftime,white,fastforward,1903,chita,1390,C34,King's Gambit Accepted |  Schallopp Defense
23,resign,black,geniyal,1387,chita,1390,C20,King's Pawn Game: Leonardis Variation
20,resign,black,chita,1400,masterofnone006,1439,C40,Elephant Gambit
35,mate,white,masterofnone006,1428,chita,1411,C20,King's Pawn Game: Leonardis Variation
93,resign,white,chita,1398,silvia91,1445,C41,Philidor Defense #3
22,outoftime,black,chita,1410,yexsoo,1337,C46,Three Knights Opening
64,resign,black,chita,1421,malek28,1429,B01,Scandinavian Defense: Mieses-Kotroc Variation
130,outoftime,black,chita,1435,jacjan,1383,B01,Scandinavian Defense: Mieses-Kotroc Variation
121,outoftime,white,chita,1420,misiokiller,1471,C33,King's Gambit Accepted |  Polerio Gambit
45,resign,white,sicilian1,1445,chita,1431,D20,Queen's Gambit Accepted: Central Variation |  Modern Defense
148,resign,black,andro4002,1312,chita,1422,C44,Scotch Game
77,mate,white,chita,1412,andro4002,1321,C50,Italian Game
66,resign,black,andro4002,1331,chita,1401,C45,Scotch Game
51,resign,white,chita,1390,hatinuri,1386,B01,Scandinavian Defense: Mieses-Kotroc Variation
130,mate,black,chita,1401,lashazior,1430,B21,Sicilian Defense: Smith-Morra Gambit #2
50,outoftime,black,nikprivet,1283,chita,1392,A00,Hungarian Opening: Reversed Alekhine
48,resign,black,colig,1381,chita,1377,C45,Scotch Game
25,mate,white,chita,1362,colig,1392,B18,Caro-Kann Defense: Classical Variation
18,mate,black,chita,1380,kris_97,1252,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
56,resign,black,vrajv,1288,chita,1368,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
107,mate,white,chita,1355,vrajv,1302,B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation
43,resign,white,chita,1345,eaglelion,1235,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
62,mate,black,jgoose327,1407,chita,1326,C44,King's Knight Opening: Normal Variation
91,mate,white,chita,1282,kevin_ferrucci,1451,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening
23,resign,white,chita,1269,andrewnelles,1205,B01,Scandinavian Defense: Mieses-Kotroc Variation
60,mate,black,chita,1274,milena2005,1570,C41,Philidor Defense #2
50,resign,black,chita,1279,nicklars,1576,B00,Ware Defense
75,resign,white,nicklars,1569,chita,1284,A00,Ware Opening
71,resign,white,nikola-t,1850,chita,1285,C50,Giuoco Piano
75,resign,white,edgestone,1751,chita,1287,A25,English Opening: King's English Variation |  Reversed Closed Sicilian
132,mate,black,chita,1288,andreican,1952,C00,Rat Defense: Small Center Defense
46,resign,black,chita,1289,duchess_of_prawns,1825,D02,Queen's Pawn Game: Zukertort Variation
17,mate,white,gausss,1430,chita,1274,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
33,resign,white,chita,1250,counsel,1439,D02,Queen's Pawn Game: Chigorin Variation
117,outoftime,white,chita,1230,mrgaet,1297,D02,Queen's Pawn Game: Chigorin Variation
52,mate,black,chita,1243,morphlin,1314,D02,Queen's Pawn Game: Symmetrical Variation
30,resign,black,twinkletoes,1953,chathurawdilshan,1721,E80,King's Indian Defense: Saemisch Variation
15,outoftime,white,hulk12345,1340,daerka,1203,C02,French Defense: Advance Variation #3
115,mate,white,oldcodger99,1365,daerka,1301,A40,Horwitz Defense
38,mate,black,beginner-online,1493,daerka,1301,C44,Ponziani Opening: Jaenisch Counterattack
52,resign,black,daerka,1301,jara_h,1571,B20,Sicilian Defense
61,mate,white,jara_h,1571,daerka,1301,B00,Guatemala Defense
49,mate,white,daerka,1301,jara_h,1571,B20,Sicilian Defense: Bowdler Attack
81,mate,white,jara_h,1571,daerka,1301,C23,Bishop's Opening
54,resign,black,vicma4070,1500,daerka,1301,B00,Nimzowitsch Defense: Mikenas Variation
48,mate,black,daerka,1500,raymonsp,1455,A00,Van't Kruijs Opening
57,mate,white,oldone69,1791,daerka,1500,D20,Queen's Gambit Accepted: Old Variation
31,resign,black,daerka,1500,oldone69,1791,B20,Sicilian Defense
33,mate,white,oldone69,1791,daerka,1500,D06,Queen's Gambit Refused: Marshall Defense
64,outoftime,black,abdelkaben,1629,youralterego,2195,C00,French Defense #2
44,resign,black,youralterego,2195,carlos1700,2028,E67,King's Indian Defense: Fianchetto Variation |  Debrecen Defense
86,outoftime,black,miguelhermoz,1822,youralterego,2192,A00,Polish Opening
60,resign,black,youralterego,2218,aneses,1990,E20,Nimzo-Indian Defense: Romanishin Variation #2
94,resign,black,dennist54,1795,youralterego,2215,C00,French Defense: Knight Variation
119,mate,white,youralterego,2202,tomas76,2008,A18,English Opening: Mikenas-Carls Variation #2
25,resign,white,youralterego,2199,krluch,1802,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening
39,resign,white,youralterego,2198,lewisjac,1500,A34,English Opening: Symmetrical Variation |  Normal Variation
76,mate,black,sergey1806,1555,youralterego,2197,D01,Queen's Pawn Game: Chigorin Variation
56,resign,black,onehundredselected,1787,youralterego,2194,C00,French Defense: Knight Variation
50,mate,black,ojuara08,1467,youralterego,2194,A00,Van't Kruijs Opening
46,resign,white,youralterego,2189,kacper07,1868,B40,Sicilian Defense: French Variation |  Westerinen Attack
72,resign,black,aleksandrfrankevich,1897,youralterego,2183,B01,Scandinavian Defense: Mieses-Kotroc Variation
101,resign,white,youralterego,2183,bobfischerr,1551,A29,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line
36,mate,black,fikriasmal,1775,youralterego,2179,B01,Scandinavian Defense: Main Line
43,resign,white,amr_alhadek,1718,youralterego,2210,D01,Queen's Pawn Game: Chigorin Variation
39,mate,white,youralterego,2204,theknightshade,1967,C34,King's Gambit Accepted |  MacLeod Defense
54,resign,black,solidwall,1915,youralterego,2198,C02,French Defense: Advance Variation |  Paulsen Attack
89,mate,white,sirdabuae,1949,youralterego,2225,B01,Scandinavian Defense: Main Line
83,resign,white,youralterego,2222,delle,1842,B00,Barnes Defense
7,resign,white,youralterego,2222,guineva,1382,B01,Scandinavian Defense: Mieses-Kotroc Variation
44,resign,black,nullvalue,1299,youralterego,2221,C65,Ruy Lopez: Berlin Defense #2
34,resign,white,theknightshade,1954,youralterego,2249,C00,French Defense: Knight Variation
52,resign,black,youralterego,2279,geka77ua,1826,A10,English Opening: Anglo-Dutch Defense
66,resign,black,chuko,2063,youralterego,2271,B01,Scandinavian Defense
49,resign,white,youralterego,2270,cleanbishop12,1613,C00,French Defense: Chigorin Variation
3,resign,white,youralterego,2269,chesseydave,1672,C40,King's Knight Opening
50,mate,black,junmarie,1835,youralterego,2266,B01,Scandinavian Defense: Main Line
122,draw,draw,youralterego,2277,mkitsimple,1893,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3
70,resign,black,rizainmgr,2088,youralterego,2269,E32,Nimzo-Indian Defense: Classical Variation
7,resign,white,youralterego,2262,thesofaking,2037,A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3
74,resign,black,malonbh,1915,youralterego,2258,C01,French Defense: Exchange Variation
54,resign,white,youralterego,2251,thesofaking,2006,A29,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line
88,outoftime,black,scorpion273154,2106,youralterego,2241,C05,French Defense: Tarrasch Variation |  Closed Variation
49,resign,white,youralterego,2229,kristian_zebua,2134,A21,English Opening: King's English Variation
28,resign,black,junmarie,1820,youralterego,2225,C00,French Defense: La Bourdonnais Variation
37,mate,white,youralterego,2222,leilatov,1810,B12,Caro-Kann Defense: Maroczy Variation
40,resign,black,nathan_r_green,1622,youralterego,2212,A45,Indian Game
81,resign,white,kristian_zebua,2090,youralterego,2236,B01,Scandinavian Defense: Main Line
80,resign,black,isuckatchess91,1275,valefort,1253,A30,English Opening: Symmetrical Variation
2,resign,white,primate,1049,isuckatchess91,1275,A00,Van't Kruijs Opening
49,mate,white,goldenbullet,1527,isuckatchess91,1341,B21,Sicilian Defense: Smith-Morra Gambit #2
13,resign,white,midgestone,1535,isuckatchess91,1500,A43,Benoni Defense: Benoni Gambit Accepted
45,resign,white,ticktokta,2177,suraj_prasad,1686,D30,Queen's Gambit Declined
62,resign,black,leuhippos,1748,k-o-p-o-j-e-b-a,1855,B32,Sicilian Defense: Godiva Variation
94,mate,black,leuhippos,1759,k-o-p-o-j-e-b-a,1500,B90,Sicilian Defense: Najdorf Variation
71,mate,white,vishwathg,1516,tree_3,1508,C62,Ruy Lopez: Steinitz Defense
94,draw,draw,tree_3,1500,vishwathg,1516,D30,Queen's Gambit Declined
63,resign,white,ms23,1535,vishwathg,1528,C46,Four Knights Game: Italian Variation
104,mate,black,vishwathg,1537,dharris_4,1662,B25,Sicilian Defense: Closed Variation |  Traditional
69,mate,white,vishwathg,1519,yasutora,1650,B01,Scandinavian Defense: Main Line
35,resign,white,dharris_4,1662,vishwathg,1528,C34,King's Gambit Accepted |  MacLeod Defense
58,mate,black,warrior_king,1360,vishwathg,1522,C20,King's Pawn Game: Leonardis Variation
72,resign,black,vishwathg,1542,warrior_king,1213,C41,Philidor Defense #2
30,mate,black,aleroniponi,1081,kopr,1356,A00,Van Geet Opening
37,mate,white,kopr,1351,aleroniponi,1116,B00,King's Pawn Game: Nimzowitsch Defense
44,mate,black,aleroniponi,1167,kopr,1346,C70,Ruy Lopez
31,mate,white,kopr,1338,aleroniponi,1264,C20,King's Pawn Game: King's Head Opening
3,resign,white,darkselephants,2053,aleroniponi,1264,C00,French Defense: La Bourdonnais Variation
56,mate,black,aleroniponi,1264,funaki,1358,C42,Russian Game: Urusov Gambit
34,mate,black,aleroniponi,1264,bottero,1065,C20,Portuguese Opening
61,resign,white,bottero,1065,aleroniponi,1264,C40,King's Knight Opening
43,mate,white,vavan,1395,aleroniponi,1500,C20,Portuguese Opening
55,mate,white,knight_knemesis,1579,aleroniponi,1500,A40,Polish Defense
40,resign,black,dronefk,1161,anudeep_nani1501,1389,C40,King's Pawn Game: McConnell Defense
